"ndc","rxcui","atc4","atc4_name"
"00009000501",1738589,"S02BA","Corticosteroids"
"00009000602",859054,"N04BC","Dopamine agonists"
"00009001103",105398,"A01AC","Corticosteroids for local oral treatment"
"00009001103",105398,"A07EA","Corticosteroids acting locally"
"00009001103",105398,"C05AA","Corticosteroids"
"00009001103",105398,"D07AA","Corticosteroids, weak (group I)"
"00009001103",105398,"D07XA","Corticosteroids, weak, other combinations"
"00009001103",105398,"H02AB","Glucocorticoids"
"00009001103",105398,"S01BA","Corticosteroids, plain"
"00009001103",105398,"S01CB","Corticosteroids/antiinfectives/mydriatics in combination"
"00009001103",105398,"S02BA","Corticosteroids"
"00009001104",105398,"A01AC","Corticosteroids for local oral treatment"
"00009001104",105398,"A07EA","Corticosteroids acting locally"
"00009001104",105398,"C05AA","Corticosteroids"
"00009001104",105398,"D07AA","Corticosteroids, weak (group I)"
"00009001104",105398,"D07XA","Corticosteroids, weak, other combinations"
"00009001104",105398,"H02AB","Glucocorticoids"
"00009001104",105398,"S01BA","Corticosteroids, plain"
"00009001104",105398,"S01CB","Corticosteroids/antiinfectives/mydriatics in combination"
"00009001104",105398,"S02BA","Corticosteroids"
"00009001201",208680,"A01AC","Corticosteroids for local oral treatment"
"00009001201",208680,"A07EA","Corticosteroids acting locally"
"00009001201",208680,"C05AA","Corticosteroids"
"00009001201",208680,"D07AA","Corticosteroids, weak (group I)"
"00009001201",208680,"D07XA","Corticosteroids, weak, other combinations"
"00009001201",208680,"H02AB","Glucocorticoids"
"00009001201",208680,"S01BA","Corticosteroids, plain"
"00009001201",208680,"S01CB","Corticosteroids/antiinfectives/mydriatics in combination"
"00009001201",208680,"S02BA","Corticosteroids"
"00009001501",197545,"H02AB","Glucocorticoids"
"00009001501",197545,"S01BA","Corticosteroids, plain"
"00009001612",1738596,"A01AC","Corticosteroids for local oral treatment"
"00009001612",1738596,"A07EA","Corticosteroids acting locally"
"00009001612",1738596,"C05AA","Corticosteroids"
"00009001612",1738596,"D07AA","Corticosteroids, weak (group I)"
"00009001612",1738596,"D07XA","Corticosteroids, weak, other combinations"
"00009001612",1738596,"H02AB","Glucocorticoids"
"00009001612",1738596,"S01BA","Corticosteroids, plain"
"00009001612",1738596,"S01CB","Corticosteroids/antiinfectives/mydriatics in combination"
"00009001612",1738596,"S02BA","Corticosteroids"
"00009001820",1743729,"D07AA","Corticosteroids, weak (group I)"
"00009001820",1743729,"D10AA","Corticosteroids, combinations for treatment of acne"
"00009001820",1743729,"H02AB","Glucocorticoids"
"00009002001",207136,"D07AA","Corticosteroids, weak (group I)"
"00009002001",207136,"D10AA","Corticosteroids, combinations for treatment of acne"
"00009002001",207136,"H02AB","Glucocorticoids"
"00009002201",207137,"D07AA","Corticosteroids, weak (group I)"
"00009002201",207137,"D10AA","Corticosteroids, combinations for treatment of acne"
"00009002201",207137,"H02AB","Glucocorticoids"
"00009003928",207191,"D07AA","Corticosteroids, weak (group I)"
"00009003928",207191,"D10AA","Corticosteroids, combinations for treatment of acne"
"00009003928",207191,"H02AB","Glucocorticoids"
"00009004722",1743707,"D07AA","Corticosteroids, weak (group I)"
"00009004722",1743707,"D10AA","Corticosteroids, combinations for treatment of acne"
"00009004722",1743707,"H02AB","Glucocorticoids"
"00009004902",207136,"D07AA","Corticosteroids, weak (group I)"
"00009004902",207136,"D10AA","Corticosteroids, combinations for treatment of acne"
"00009004902",207136,"H02AB","Glucocorticoids"
"00009005002",1000124,"G03AC","Progestogens"
"00009005002",1000124,"G03DA","Pregnen (4) derivatives"
"00009005002",1000124,"L02AB","Progestogens"
"00009006406",1000139,"G03AC","Progestogens"
"00009006406",1000139,"G03DA","Pregnen (4) derivatives"
"00009006406",1000139,"L02AB","Progestogens"
"00009006412",1000139,"G03AC","Progestogens"
"00009006412",1000139,"G03DA","Pregnen (4) derivatives"
"00009006412",1000139,"L02AB","Progestogens"
"00009011312",207191,"D07AA","Corticosteroids, weak (group I)"
"00009011312",207191,"D10AA","Corticosteroids, combinations for treatment of acne"
"00009011312",207191,"H02AB","Glucocorticoids"
"00009011319",207191,"D07AA","Corticosteroids, weak (group I)"
"00009011319",207191,"D10AA","Corticosteroids, combinations for treatment of acne"
"00009011319",207191,"H02AB","Glucocorticoids"
"00009015501",207139,NA,NA
"00009019016",207193,"D07AA","Corticosteroids, weak (group I)"
"00009019016",207193,"D10AA","Corticosteroids, combinations for treatment of acne"
"00009019016",207193,"H02AB","Glucocorticoids"
"00009023301",562411,"D06AX","Other antibiotics for topical use"
"00009023301",562411,"J01XX","Other antibacterials"
"00009023301",562411,"R02AB","Antibiotics"
"00009023303",562411,"D06AX","Other antibiotics for topical use"
"00009023303",562411,"J01XX","Other antibacterials"
"00009023303",562411,"R02AB","Antibiotics"
"00009026002",1048452,"C10AC","Bile acid sequestrants"
"00009030604",1358617,"D07AA","Corticosteroids, weak (group I)"
"00009030604",1358617,"D10AA","Corticosteroids, combinations for treatment of acne"
"00009030604",1358617,"H02AB","Glucocorticoids"
"00009035201",881409,"A10BB","Sulfonylureas"
"00009037301",240416,"L01BC","Pyrimidine analogues"
"00009041701",835842,"G03BA","3-oxoandrosten (4) derivatives"
"00009043601",206538,NA,NA
"00009043624",206538,NA,NA
"00009045003",1048447,"C10AC","Bile acid sequestrants"
"00009062603",1000131,"G03AC","Progestogens"
"00009062603",1000131,"G03DA","Pregnen (4) derivatives"
"00009062603",1000131,"L02AB","Progestogens"
"00009069801",207193,"D07AA","Corticosteroids, weak (group I)"
"00009069801",207193,"D10AA","Corticosteroids, combinations for treatment of acne"
"00009069801",207193,"H02AB","Glucocorticoids"
"00009072809",706461,"D10AF","Antiinfectives for treatment of acne"
"00009072809",706461,"G01AA","Antibiotics"
"00009072809",706461,"J01FF","Lincosamides"
"00009074630",1000128,"G03AC","Progestogens"
"00009074630",1000128,"G03DA","Pregnen (4) derivatives"
"00009074630",1000128,"L02AB","Progestogens"
"00009074635",1000128,"G03AC","Progestogens"
"00009074635",1000128,"G03DA","Pregnen (4) derivatives"
"00009074635",1000128,"L02AB","Progestogens"
"00009075801",207193,"D07AA","Corticosteroids, weak (group I)"
"00009075801",207193,"D10AA","Corticosteroids, combinations for treatment of acne"
"00009075801",207193,"H02AB","Glucocorticoids"
"00009076004",748743,"D10AF","Antiinfectives for treatment of acne"
"00009076004",748743,"G01AA","Antibiotics"
"00009076004",748743,"J01FF","Lincosamides"
"00009076502",207193,"D07AA","Corticosteroids, weak (group I)"
"00009076502",207193,"D10AA","Corticosteroids, combinations for treatment of acne"
"00009076502",207193,"H02AB","Glucocorticoids"
"00009079601",1357888,"D07AA","Corticosteroids, weak (group I)"
"00009079601",1357888,"D10AA","Corticosteroids, combinations for treatment of acne"
"00009079601",1357888,"H02AB","Glucocorticoids"
"00009082501",105398,"A01AC","Corticosteroids for local oral treatment"
"00009082501",105398,"A07EA","Corticosteroids acting locally"
"00009082501",105398,"C05AA","Corticosteroids"
"00009082501",105398,"D07AA","Corticosteroids, weak (group I)"
"00009082501",105398,"D07XA","Corticosteroids, weak, other combinations"
"00009082501",105398,"H02AB","Glucocorticoids"
"00009082501",105398,"S01BA","Corticosteroids, plain"
"00009082501",105398,"S01CB","Corticosteroids/antiinfectives/mydriatics in combination"
"00009082501",105398,"S02BA","Corticosteroids"
"00009085608",213638,"G02AD","Prostaglandins"
"00009090020",105398,"A01AC","Corticosteroids for local oral treatment"
"00009090020",105398,"A07EA","Corticosteroids acting locally"
"00009090020",105398,"C05AA","Corticosteroids"
"00009090020",105398,"D07AA","Corticosteroids, weak (group I)"
"00009090020",105398,"D07XA","Corticosteroids, weak, other combinations"
"00009090020",105398,"H02AB","Glucocorticoids"
"00009090020",105398,"S01BA","Corticosteroids, plain"
"00009090020",105398,"S01CB","Corticosteroids/antiinfectives/mydriatics in combination"
"00009090020",105398,"S02BA","Corticosteroids"
"00009090218",1737582,"D10AF","Antiinfectives for treatment of acne"
"00009090218",1737582,"G01AA","Antibiotics"
"00009090218",1737582,"J01FF","Lincosamides"
"00009307303",1743781,"D07AA","Corticosteroids, weak (group I)"
"00009307303",1743781,"D10AA","Corticosteroids, combinations for treatment of acne"
"00009307303",1743781,"H02AB","Glucocorticoids"
"00009311602",804975,"D10AF","Antiinfectives for treatment of acne"
"00009311602",804975,"G01AA","Antibiotics"
"00009311602",804975,"J01FF","Lincosamides"
"00009316906",105467,"C01EA","Prostaglandins"
"00009316906",105467,"G04BE","Drugs used in erectile dysfunction"
"00009335902",208397,"G02AD","Prostaglandins"
"00009337502",685578,"D10AF","Antiinfectives for treatment of acne"
"00009337502",685578,"G01AA","Antibiotics"
"00009337502",685578,"J01FF","Lincosamides"
"00009338102",685574,"D10AF","Antiinfectives for treatment of acne"
"00009338102",685574,"G01AA","Antibiotics"
"00009338102",685574,"J01FF","Lincosamides"
"00009338202",685576,"D10AF","Antiinfectives for treatment of acne"
"00009338202",685576,"G01AA","Antibiotics"
"00009338202",685576,"J01FF","Lincosamides"
"00009338901",1743729,"D07AA","Corticosteroids, weak (group I)"
"00009338901",1743729,"D10AA","Corticosteroids, combinations for treatment of acne"
"00009338901",1743729,"H02AB","Glucocorticoids"
"00009347503",1743856,"D07AA","Corticosteroids, weak (group I)"
"00009347503",1743856,"D10AA","Corticosteroids, combinations for treatment of acne"
"00009347503",1743856,"H02AB","Glucocorticoids"
"00009360502",991957,NA,NA
"00009360901",NA,NA,NA
"00009370105",103956,"C01EA","Prostaglandins"
"00009370105",103956,"G04BE","Drugs used in erectile dysfunction"
"00009379401",979122,"C01BD","Antiarrhythmics, class III"
"00009454101",855180,"G04BD","Drugs for urinary frequency and incontinence"
"00009454401",855195,"G04BD","Drugs for urinary frequency and incontinence"
"00009509101",1732183,"L01DB","Anthracyclines and related substances"
"00009513503",262091,"J01XX","Other antibacterials"
"00009513601",581614,"J01XX","Other antibacterials"
"00009514001",1662286,"J01XX","Other antibacterials"
"00009514004",1662286,"J01XX","Other antibacterials"
"00009519402",1797888,"N07BA","Drugs used in nicotine dependence"
"00009519702",1046858,"N07BA","Drugs used in nicotine dependence"
"00009521301",642346,NA,NA
"00009526901",1046847,"N07BA","Drugs used in nicotine dependence"
"00009527001",419168,"N07BA","Drugs used in nicotine dependence"
"00009540001",1046920,"N07BA","Drugs used in nicotine dependence"
"00009722402",206289,"L04AA","Selective immunosuppressants"
"00009752901",1726325,"L01CE","Topoisomerase 1 (TOP1) inhibitors"
"00009752903",1726325,"L01CE","Topoisomerase 1 (TOP1) inhibitors"
"00009766304",261317,"L02BG","Aromatase inhibitors"
"00009770901",1797853,"A07EB","Antiallergic agents, excl. corticosteroids"
"00009770901",1797853,"D11AH","Agents for dermatitis, excluding corticosteroids"
"00009770901",1797853,"R01AC","Antiallergic agents, excl. corticosteroids"
"00009770901",1797853,"R03BC","Antiallergic agents, excl. corticosteroids"
"00009770901",1797853,"S01GX","Other antiallergics"
"00013010201",724154,"A07EC","Aminosalicylic acid and similar agents"
"00013010501",905164,"A07EC","Aminosalicylic acid and similar agents"
"00013110679",1191138,"L01DB","Anthracyclines and related substances"
"00013111410",208104,"B02AA","Amino acids"
"00013258691",1791499,"L01DB","Anthracyclines and related substances"
"00013261681",763489,"H01AC","Somatropin and somatropin agonists"
"00013265102",762839,"H01AC","Somatropin and somatropin agonists"
"00013305116",1111265,NA,NA
"00013530117",103899,"J04AB","Antibiotics"
"00013700112",199703,"G02CB","Prolactine inhibitors"
"00013700112",199703,"N04BC","Dopamine agonists"
"00013746686",1863355,"L01CA","Vinca alkaloids and analogues"
"00013830304",542527,"S01EE","Prostaglandin analogues"
"00013872789",1736592,"V03AF","Detoxifying agents for antineoplastic treatment"
"00015050541",1734921,"L01AA","Nitrogen mustard analogues"
"00015050641",1734921,"L01AA","Nitrogen mustard analogues"
"00015054841",637544,NA,NA
"00015191012",1726278,"L01DC","Other cytotoxic antibiotics"
"00015191113",1726274,"L01DC","Other cytotoxic antibiotics"
"00015300120",1740900,"L01DC","Other cytotoxic antibiotics"
"00015301238",105552,"L01AD","Nitrosoureas"
"00015301260",105552,"L01AD","Nitrosoureas"
"00015302021",1723160,"D06AX","Other antibiotics for topical use"
"00015302021",1723160,"J01GB","Other aminoglycosides"
"00015302021",1723160,"S01AA","Antibiotics"
"00015309145",197687,"L01CB","Podophyllotoxin derivatives"
"00015309520",310248,"L01CB","Podophyllotoxin derivatives"
"00015322022",309311,"L01XA","Platinum compounds"
"00015340420",226719,"L01CB","Podophyllotoxin derivatives"
"00015355410",900172,NA,NA
"00015356302",899350,"R05CB","Mucolytics"
"00015356302",899350,"V03AF","Detoxifying agents for antineoplastic treatment"
"00015740320",1721474,"J01CA","Penicillins with extended spectrum"
"00015740320",1721474,"S01AA","Antibiotics"
"00015740420",1721475,"J01CA","Penicillins with extended spectrum"
"00015740420",1721475,"S01AA","Antibiotics"
"00015797018",1743549,"J01CF","Beta-lactamase resistant penicillins"
"00015798120",1743547,"J01CF","Beta-lactamase resistant penicillins"
"00015798199",1743549,"J01CF","Beta-lactamase resistant penicillins"
"00015908587",1251775,NA,NA
"00016010306",104121,"A07EC","Aminosalicylic acid and similar agents"
"00016011400",NA,NA,NA
"00019132302",152843,NA,NA
"00019481604",1947908,NA,NA
"00023031204",701984,"A06AA","Softeners, emollients"
"00023031304",1011987,"D10AF","Antiinfectives for treatment of acne"
"00023031304",1011987,"S01AB","Sulfonamides"
"00023031304",1011987,"A07EA","Corticosteroids acting locally"
"00023031304",1011987,"C05AA","Corticosteroids"
"00023031304",1011987,"D07AA","Corticosteroids, weak (group I)"
"00023031304",1011987,"D07XA","Corticosteroids, weak, other combinations"
"00023031304",1011987,"H02AB","Glucocorticoids"
"00023031304",1011987,"R01AD","Corticosteroids"
"00023031304",1011987,"S01BA","Corticosteroids, plain"
"00023031304",1011987,"S01CB","Corticosteroids/antiinfectives/mydriatics in combination"
"00023031304",1011987,"S02BA","Corticosteroids"
"00023031304",1011987,"S03BA","Corticosteroids"
"00023050601",359969,NA,NA
"00023114501",860195,NA,NA
"00023182212",656193,NA,NA
"00023218105",860109,"M01AB","Acetic acid derivatives and related substances"
"00023218105",860109,"S01BC","Antiinflammatory agents, non-steroids"
"00023334807",854181,"A01AC","Corticosteroids for local oral treatment"
"00023334807",854181,"C05AA","Corticosteroids"
"00023334807",854181,"D07AB","Corticosteroids, moderately potent (group II)"
"00023334807",854181,"D07XB","Corticosteroids, moderately potent, other combinations"
"00023334807",854181,"D10AA","Corticosteroids, combinations for treatment of acne"
"00023334807",854181,"H02AB","Glucocorticoids"
"00023334807",854181,"R01AD","Corticosteroids"
"00023334807",854181,"S01BA","Corticosteroids, plain"
"00023334807",854181,"S01CB","Corticosteroids/antiinfectives/mydriatics in combination"
"00023334807",854181,"S02BA","Corticosteroids"
"00023334807",854181,"S03BA","Corticosteroids"
"00023391950",1726296,NA,NA
"00023392102",897368,NA,NA
"00023430710",1241471,"A06AG","Enemas"
"00023430710",1241471,"A06AX","Other drugs for constipation"
"00023449130",1241471,"A06AG","Enemas"
"00023449130",1241471,"A06AX","Other drugs for constipation"
"00023455430",579907,NA,NA
"00023530101",402092,"L04AD","Calcineurin inhibitors"
"00023530101",402092,"S01XA","Other ophthalmologicals"
"00023530105",402092,"L04AD","Calcineurin inhibitors"
"00023530105",402092,"S01XA","Other ophthalmologicals"
"00023585318",1368960,"A07EC","Aminosalicylic acid and similar agents"
"00023586228",1809905,"B03AA","Iron bivalent, oral preparations"
"00023586228",1809905,"B03AD","Iron in combination with folic acid"
